,news_title,time,news_theme
984,984,984,【#雷神山医院开展验收并逐步移交#】经过十昼夜的奋战，2月6日，雷神山医院开展验收工作并逐步移交。医院位于江夏区黄家湖，整体参照战地医院形式，采用模块化设计，主要包括医疗用房区、医护保障区、医疗辅助区。总用地面积约328亩，建筑面积7.99万平方米。下一步，还将加快收尾继续完善相关工作。（ 展开全文c
985,985,985,#iPhone 汽车钥匙#【苹果推出iOS 13.4测试版 #iPhone能当汽车钥匙了#】苹果公司今天推出了iOS 13.4及和iPadOS 13.4的第一个开发者测试版本，分别对应iPhone及iPad硬件产品，这是一次大版本升级，加入了一些新功能。例如iPhone或Apple Watch可以当作汽车钥匙用。#iPhone或将能当汽车钥匙# 展开全文c
986,986,986,#武汉日记#【在武汉百步亭，#记者跟拍武汉居委会的一天#】疫情爆发以来，武汉以居委会为单位，组织社区居民共同抗疫。江岸区百步亭花园社区居住着18万名居民，有9个社区居委会在为他们服务。除了普及疫情知识、社区消毒，居委会还要对社区每户居民的身体情况进行地毯式摸排。面对发热门栋他们如何处理 展开全文c
987,987,987,【#云南对大理征用疫情防控物资通报批评# 责令立即返还！】云南省应对疫情工作领导小组指挥部对大理州大理市政府及大理市卫生健康局征用疫情防控物资予以通报批评。通报指出：近日，大理市卫生健康局对云南顺丰速运有限公司大理分公司承运的发往重庆市的口罩实施“紧急征用”。该做法严重影响了兄弟省 展开全文c
988,988,988,【#上海为学生发放寒假作业补充版#】今天，上海市教委主任陆靖表示，为满足寒假延长期间初中及小学学生的学习需求，上海市教委已经在统一组织编制《寒假生活（补充版）》，并将于2月中旬以数字资源的形式通过学校下发到每一个学生。补充版的主要内容有：学生各科学习必要的补充练习，推荐的阅读书目， 展开全文c
989,989,989,长影集团再次发布消息，更正为于蓝病危，并称于蓝女士已经经过了最为惊心动魄的抢救。#长影集团#官微为此前发布的“于蓝去世”消息致歉，称是“信息失误”。愿于蓝老师平安！#长影澄清于蓝未去世#
990,990,990,"【#江苏全省学校延迟开学#】#江苏各级各类学校2月底前不开学# 根据疫情发展情况，江苏省政府决定，全省各级各类学校（高校、中小学、中职学校、幼儿园、托育机构）2月底前不开学。具体开学时间，将视疫情防控情况，经科学评估后确定，届时提前向社会公布。

延迟开学期间，各级教育行政部门和各级各类 展开全文c"
991,991,991,#考研初试成绩#【转发周知！#北京2月20日后公布考研初试成绩#】今天，北京教育考试院研招办发布公告，2020年北京市硕士研究生招生考试初试成绩将于2月20日后由报考单位陆续向考生发布。具体成绩发布时间和查询方式详见各报考单位通知。转起！祝过！
992,992,992,"#近期我最不能理解的事#
是我了
我实在是理解不了"
993,993,993,#新型冠状病毒感染肺炎#【民航局：#已接回1500多名滞留海外的湖北籍旅客#】民航局运输司司长于彪6日在国务院联防联控机制新闻发布会上说，疫情发生后，民航局在驻外使领馆的大力协助下，包括和文旅部门密切合作，已经组织了12架次加班包机，运回滞留海外的湖北籍旅客1500多名。在我驻外使领馆和文旅部 展开全文c
994,994,994,#河北一医生隐瞒病情致百余人密切接触# 你怎么看待这种隐瞒病情不报的人？ 你怎么看待这种隐瞒病情不报的人？
995,995,995,【人社部：#强化网络招聘等线上服务#，#暂停人力资源服务机构现场招聘#】近日，人力资源社会保障部办公厅印发通知，要求暂停各地人力资源服务机构疫情防控期间举办的现场招聘会、跨地区劳务协作、人力资源培训、供需对接会等聚集性活动。强化网络招聘等线上服务，针对高校毕业生、农民工等重点群体，通 展开全文c
996,996,996,【正在直播：#探访武汉红十字会仓库#，#医用紧急物资出库要多久#】武汉汉阳国博目前作为武汉市红十字会仓库，储存防护服、护目镜、口罩、手套、胶鞋等6类医用紧急物资。这些物资从入库到出库需要多久？@人民日报 联动@长江日报 直播探访↓↓ L人民日报的微博视频 .
997,997,997,#每天为生活拍一张照#😁#宅家睡衣大赛# 我来发微博了 O绿洲
998,998,998,【注意！#北京公布患者活动过的小区或场所#】2月5日0时至24时，北京市新增21例新型冠状病毒感染的肺炎病例。为帮助市民及时了解疾病线索，便于社区有针对性地开展疫情防控工作，遏制疫情扩散蔓延，北京市疾病预防控制中心发布2月5日新发病例活动过的小区或场所，具体信息如下↓（总台央视记者何 展开全文c
999,999,999,【#坚持两周把病毒闷死# 你还能坚持多久不出门？】别急！#疑似病例确诊或排除速度加快#，上海医疗救治组组长、华山医院感染科主任张文宏接受采访时表示，“我们只要闷两个星期，就把病毒给闷死了。你现在在家里不是隔离，是在战斗在闷！你觉得闷，病毒也被你闷死了！这个问题做不到，靠医生一定不行。 展开全文c
1000,1000,1000,【湖北：#金银潭医院院长记大功# #疫情上报第一人记大功#】日前，湖北省人社厅、卫健委发布决定，给予武汉市金银潭医院党委副书记、院长张定宇同志，湖北省中西医结合医院呼吸内科主任、疫情上报“第一人”张继先同志记大功奖励。O网页链接
1001,1001,1001,#新冠肺炎#【#钟南山谈抗病毒特效药#】针对最近热议的抗病毒“特效药”，钟南山昨天表示，临床试验可以加快绿色通道，但必须走程序。“很多实验室找到一个苗头，就希望马上完全进入临床，这个要小心，伦理审查一定要通过。临床医生还是要按临床的规矩来做。”（总台央视记者公海泉） 展开全文c
1002,1002,1002,科比二女儿Gigi的2号球衣今日被退役#科比女儿球衣退役# L新浪NBA的微博视频
1003,1003,1003,父亲，女儿来给您请安了…头发快长出天际了，#如果理发店再不开门#，女儿可怎么办？帮我想想办法吧！#你不会百度吗# L王蓝莓同学的微博视频
1004,1004,1004,"#宋茜# NH 部分实绩，pljj好能打🐮不仅爱豆时代优秀，演员@宋茜 今年主演热播剧《下一站是幸福》今年首个双网三域收视破2上星剧
期待新剧《心跳源计划（掮客）》裘佳宁、《他其实没有那么爱你》孙艺荷
#30天安利宋茜#星闻揭秘"
1005,1005,1005,【茶馆聚众打牌，#民警收走麻将中的四个壹万#：不怕一万，就怕万一】2月4日，四川旺苍民警对县城区行业场所检查时，发现一家庭茶馆内有人打麻将。经询问，茶馆老板称自己闲来无事，抱着侥幸心理叫来亲戚打麻将娱乐。民警将四张壹万收走，并批评警示：不怕一万，就怕万一！ @一手Video 展开全文c
1006,1006,1006,"【#北京新增25例确诊病例#，#北京累计确诊253例#】2月4日0时至24时，北京市新增25例新型冠状病毒感染的肺炎病例，其中14例有湖北及其他省份接触史，10例为确诊病例的密切接触者,1例无湖北接触史。均已送至定点医疗机构进行救治。
截至2月4日24时,北京市累计确诊病例253例。其中死亡1例，出院24例，228 展开全文c"
1007,1007,1007,#最新疫情地图# 今天河南郑州的郭某鹏被确诊。视频是昨天社区与公安到他家时的情景。他一直不承认自己海外旅行的经历，甚至在社区上门时依然没说实话。截至3月11日12时，经流调初步判定密切接触者24人，均已采取集中隔离医学观察措施。真是够害人的！不知道他为何会在3月1日这么严重的情况下，费尽周 展开全文c
1008,1008,1008,"【#首架俄罗斯军机飞抵武汉#】“今日俄罗斯”(RT)官方微博@今日俄罗斯RT 2月5日发文称，5日，伊尔-76运输机抵达武汉。机上载有包括医疗设备等在内的人道主义救援物资。飞机上的5名俄罗斯医疗防疫专家将同中国专家合作研制疫苗。

俄国防部也发消息确认了首架俄罗斯军机抵达武汉，并确认80名俄罗斯公民 展开全文c"
1009,1009,1009,【#和病毒赛跑的老太太# #李兰娟每天只睡3小时#】2月2日，工程院院士、国家卫健委高级别专家组成员李兰娟来到武汉。年过70的她凌晨4点下火车，吃过早餐就接着开会。在收治危重患者的定点医院不分昼夜的忘我工作，普及对病毒的认识、与医护人员共同商讨诊疗方案，甚至每天就睡3小时…… 展开全文c
1010,1010,1010,【#晋江男子赴宴致4千余人居家观察# 武汉返乡谎称菲律宾归来】2月2日，福建省晋江市英林镇通知一起感染新冠肺炎病例，男子武汉返乡却谎称菲律宾回来。期间该男子参加进主宴请（闽南习俗），共计3000余人参加。英林镇要求，其周边桌就餐人员，居家医学观察14天，派专人测体温。其他一般接触者，居家医学 展开全文c
1011,1011,1011,#故意传播突发传染病最高可判死刑#【最高可判死刑！疫情严峻，这些人还故意隐瞒、拒不配合，害了更多人】截至2月4日24时，全国累计确诊新型肺炎24324例，全国上下齐心抗击疫情之时，却有人为疫情防控工作“添堵”。#患者隐瞒情况致68名医务人员被隔离#、男子武汉返乡却谎称菲律宾回来、女子多次隐瞒疫 展开全文c
1012,1012,1012,【教育部：#高校教师线上教学计入教学工作量#，制定#在线课程学习学分互认与转化#政策】日前，教育部印发《关于在疫情防控期间做好普通高等学校在线教学组织与管理工作的指导意见》，要求采取政府主导、高校主体、社会参与的方式，共同实施并保障高校在疫情防控期间的在线教学，实现“停课不停教、停课 展开全文c
1013,1013,1013,#寻找染病车船飞机乘客#【紧急扩散！#急寻504个车次航班同行乘客#】提醒：同乘人员返家后暂不要外出，居家封闭隔离观察。发现异常者请立即就近到指定发热门诊就诊！转发帮寻！
1014,1014,1014,【#武汉加油#！#全国调配1000名ICU护士#】国家卫健委专家组成员蒋荣猛表示：武汉3家医院增设了1000张ICU床位，从全国调配1000名ICU护士，集中救治重症病人，降低病死率，这是非常重要的一个举措。 L人民日报的微博视频
1015,1015,1015,#不愧是周迅#哈哈哈应该给周迅小姐姐颁个文明接地气小奖状，迅姐一贯风格就是：活的舒心，穿的放心！就喜欢这种朴树不做作的人
1016,1016,1016,据说#可以做到手机长期静音的人#都很厉害你的手机会长期静音吗？#花城有爱# 你的手机会长期静音吗？
1017,1017,1017,某小区值班大爷太累了忘记关喇叭了笑死我了，快来看！！ L板哥投研的微博视频
1018,1018,1018,"【Twitter】#SEVENTEEN Weverse#2月5日，BigHit的2020年公司说明会发言人表示：“SEVENTEEN入驻Weverse（Big Hit官方粉丝俱乐部）后将和粉丝更好的沟通。”
发言人全文如下：

“SEVENTEEN将首次入驻Weverse。
众所周知，SEVENTEEN是2015年出道的13人男子组合，
分为HIPHOP TEAM，VOCAL TEAM，PERFORMA 展开全文c"
